index,detected,Oval,Rectangle,Round,Square
214,True,0.3019994710853837,0.023818158875907817,0.3501741213903293,0.32400824864837924
215,True,0.1702745243343322,0.0440500870282143,0.4394630318682014,0.34621235676925205
216,True,0.19628002750471432,0.04821289309775295,0.41474813065405175,0.34075894874348106
217,True,0.1554547811994332,0.1126073041668624,0.40944263226732663,0.32249528236637776
218,True,0.44636036126504713,0.011284103985311805,0.26535313545823785,0.2770023992914033
219,False,,,,
220,True,0.24274019565564572,0.016175429755145562,0.3984133612936784,0.34267101329553024
221,True,0.48533703432929476,0.002870288226825112,0.23711518185935176,0.2746774955845283
222,True,0.36983156218970403,0.0595174505976058,0.29560803572912897,0.27504295148356117
223,True,0.16898450374649598,0.5444223433651324,0.13003505429052076,0.15655809859785094
224,True,0.3488122710379763,0.019335864458386736,0.311646286683298,0.320205577820339
225,True,0.08875494833801646,0.7976217103261543,0.05030570213346343,0.06331763920236576
226,True,0.38551536422656835,0.09130398018511506,0.2515829192345133,0.27159773635380324
227,True,0.6053805959310474,0.07376788615910888,0.1503385656179979,0.1705129522918459
228,True,0.4107845455909277,0.026399703354440446,0.2879851810232387,0.27483057003139316
229,True,0.16587133969932497,0.3650833043181092,0.23157584853646937,0.23746950744609652
230,True,0.26291779136821747,0.07352182602223394,0.34625400789526667,0.31730637471428186
231,True,0.37916166330731793,0.014163952176319973,0.3119849982369626,0.29468938627939945
232,True,0.17109667943026274,0.20382652315845082,0.31161292206771185,0.3134638753435745
233,True,0.2075126755037177,0.07191690673248971,0.39365453415755536,0.3269158836062373
234,True,0.29129104209533024,0.023750197742046703,0.35648965804837474,0.32846910211424835
235,True,0.30657520135649263,0.1273036851169551,0.2822686003495545,0.2838525131769979
236,True,0.27555912865123317,0.055293225762439696,0.3475236487215318,0.32162399686479526
237,True,0.21936804403120158,0.020133342279262445,0.41836796811365173,0.3421306455758843
238,True,0.20560901814471252,0.03757356954208197,0.4103610826021823,0.3464563297110232
239,True,0.2215482352999654,0.03422695942641484,0.39033715494309223,0.3538876503305275
240,True,0.4253243410558791,0.012081979961591344,0.296820762136865,0.26577291684566456
241,True,0.2692199885296597,0.10184881300191914,0.30693426972282123,0.3219969287455999
242,True,0.19429840012285435,0.03890900913607815,0.4479952260385555,0.318797364702512
243,True,0.22946959291627947,0.057648394821858566,0.39769466707166956,0.3151873451901923
244,False,,,,
245,True,0.14887339923271034,0.08905315030116956,0.4464821508586096,0.31559129960751053
246,True,0.17778602079257616,0.021883326127739976,0.4612097672099084,0.3391208858697755
247,True,0.7221054879650477,0.00986680908030155,0.1252402480293752,0.1427874549252755
248,True,0.158103500132999,0.420150856123734,0.21103234121390033,0.21071330252936674
249,True,0.24143719420630796,0.1704089896972914,0.31250982698860386,0.2756439891077969
250,True,0.47731404541111877,0.06426266661218977,0.22017943239781237,0.23824385557887914
251,True,0.23587723502916422,0.47349800424168115,0.12674428665775023,0.16388047407140438
252,True,0.29855411603509585,0.06467500100879664,0.33834730620801545,0.29842357674809206
253,False,,,,
254,True,0.2796855131587859,0.07509070756808617,0.3505539077124714,0.29466987156065655
255,True,0.14180667022792373,0.26235168574091194,0.3268776401554514,0.2689640038757128
256,True,0.3799108858494986,0.10967330951036561,0.22861767966382135,0.28179812497631446
257,True,0.17613997443401064,0.16278483397523053,0.3520239343770181,0.3090512572137407
258,True,0.31770137364545664,0.03403649778546392,0.33737564127533626,0.31088648729374313
259,True,0.273363998974828,0.034777668390076726,0.35789596225359177,0.3339623703815035
260,True,0.31159427388795813,0.08316287232218829,0.30541148002640356,0.29983137376345
261,True,0.24132847315337552,0.024295422678144184,0.42535891066143927,0.30901719350704104
262,True,0.28117276771364524,0.2287096533368471,0.2430209581552025,0.24709662079430506
263,False,,,,
264,True,0.17641023082399634,0.03174835434587554,0.4643256896048856,0.3275157252252426
265,True,0.17329077156703027,0.047333124869094016,0.4080640555963185,0.3713120479675573
266,True,0.14360771876936315,0.0826847103804148,0.4432581599738281,0.33044941087639407
267,True,0.31188733984478806,0.1305214967780352,0.2771209609043144,0.2804702024728623
268,False,,,,
269,True,0.2564699051113817,0.02863626991310117,0.38633700355310835,0.3285568214224089
270,False,,,,
271,True,0.1925079715791831,0.0178783060658492,0.4467955702483067,0.342818152106661
272,True,0.17989505028919758,0.04205326850026787,0.42650322473236696,0.35154845647816746
273,True,0.30351059510644257,0.20758789144330617,0.22785566830497941,0.2610458451452719
